UserID,EmployerNumber,CreationDate,Username,Password,Level,Active
95,661687,2018-11-29 00:00:00.0000000,"madisonmills","hI1OaZBF(S",2,True
96,595314,2014-01-29 00:00:00.0000000,"george63","%r6YcY$4#N",1,True
97,272767,2014-05-02 00:00:00.0000000,"simonjeffrey","(8Aunt%krY",4,True
98,363946,2017-08-22 00:00:00.0000000,"dthomas","G4691tF7$g",5,True
99,781824,2020-05-15 00:00:00.0000000,"spencerbrandi","u79BHdgO_6",4,True
100,620366,2016-12-13 00:00:00.0000000,"christine39","%W3J8qEhwa",3,True
101,678780,2013-06-04 00:00:00.0000000,"joannasanchez","^7i^SxOwJl",1,True
102,747701,2016-03-17 00:00:00.0000000,"graylindsey","X0J45SXz))",1,True
103,444883,2015-12-03 00:00:00.0000000,"mgray","x6s$9SAl!P",4,True
104,321086,2014-12-13 00:00:00.0000000,"shelleyvasquez","x)7OsoD@($",2,True
105,721937,2015-07-07 00:00:00.0000000,"brandy49","%0M(cg2M2Z",1,True
106,606985,2017-11-19 00:00:00.0000000,"fowlerabigail","io#4T1adE%",1,True
107,45126,2017-11-25 00:00:00.0000000,"bcruz","*b3Xl)e^Mv",2,True
108,982457,2011-10-20 00:00:00.0000000,"tparker","3l)2(YimPP",2,True
109,988890,2016-11-23 00:00:00.0000000,"nguyenryan","OIo1OhUv5_",4,True
110,498777,2019-08-12 00:00:00.0000000,"wwhite","3q8D%yc#%_",1,True
111,166148,2019-05-27 00:00:00.0000000,"khanlisa","_h#V4ofLF3",3,True
112,262113,2019-05-19 00:00:00.0000000,"markmoore","@2zxIjEgV&",5,True
113,952511,2012-05-03 00:00:00.0000000,"brookskimberly","$oUiP9VsA5",1,True
114,956130,2011-07-06 00:00:00.0000000,"kthomas","1dN(ZzjJ$e",1,True
115,556537,2019-09-14 00:00:00.0000000,"conleymary","Z*8qmlPlh$",4,True
116,526591,2010-10-19 00:00:00.0000000,"fisherjames","@wY9vKrpxm",5,True
117,868789,2019-02-22 00:00:00.0000000,"timothy81","lm)@k2Dvl4",5,True
118,170929,2011-09-21 00:00:00.0000000,"david15","_ZMJF1oqe5",1,True
119,97736,2020-02-09 00:00:00.0000000,"rachaelsimmons","H5YORcR**b",5,True
120,502840,2011-09-14 00:00:00.0000000,"jeffreyanderson","Y8NHLL1h!u",1,True
121,282785,2014-07-01 00:00:00.0000000,"matthew07","G25IQBRt9^",3,True
122,262994,2019-11-30 00:00:00.0000000,"gonzalezmichael","!H4@9IGo2T",4,True
123,651843,2019-09-26 00:00:00.0000000,"nmiller",")S!VKfjI7z",1,True
124,308171,2017-02-04 00:00:00.0000000,"qjones","hl@^1MZy!_",3,True
125,667959,2017-06-30 00:00:00.0000000,"shane60","k1%Jqs@5%P",3,True
126,653418,2016-04-23 00:00:00.0000000,"chenbrooke","t3cMM#cz_d",2,True
127,618204,2016-06-04 00:00:00.0000000,"clarkstacey","zs2OlfmgZ)",5,True
128,957227,2010-08-09 00:00:00.0000000,"kristisanders","b)TN)2Ts^6",4,True
129,91084,2016-05-01 00:00:00.0000000,"jeff32","&Y3_cY0nYk",4,True
130,426833,2017-07-14 00:00:00.0000000,"shelly13","%pz5Kv7g$q",1,True
131,183411,2016-09-20 00:00:00.0000000,"amanda89","8n9AZ1vj_+",3,True
132,491237,2016-04-02 00:00:00.0000000,"william08","%(TL)pjd5T",1,True
133,927174,2010-08-03 00:00:00.0000000,"cwilliams","K_8a4No8M)",2,True
134,461325,2012-01-10 00:00:00.0000000,"stephensmisty","^SaDICu51p",5,True
135,419686,2019-04-23 00:00:00.0000000,"palmergabriela","_6XwiwM_Q#",3,True
136,888184,2020-03-19 00:00:00.0000000,"nho","dflot7Jo#f",5,True
137,705630,2013-11-23 00:00:00.0000000,"fthompson","Mq%2CNhF7g",5,True
138,780503,2018-12-21 00:00:00.0000000,"christianshelley","#1ie1Ryte$",5,True
139,282048,2015-01-05 00:00:00.0000000,"jesse87","1CrxVf!Q(m",2,True
140,757794,2011-05-30 00:00:00.0000000,"ybrown","c1YipI4a@_",2,True
141,149166,2014-10-20 00:00:00.0000000,"mary59","h82Z4vYx#H",1,True
142,868659,2016-05-11 00:00:00.0000000,"yjones","+(8pD)t%l8",1,True
143,899401,2010-08-22 00:00:00.0000000,"manderson","Q@3IZ^p$^n",1,True
144,710702,2013-10-27 00:00:00.0000000,"nicolecrawford","0z4I^i2Ae^",3,True
145,119097,2017-11-22 00:00:00.0000000,"tlindsey","+VY80Sda8^",2,True
146,545188,2016-11-02 00:00:00.0000000,"dawnwalker","5*0@Pa(_SV",1,True
147,920721,2019-12-29 00:00:00.0000000,"russell87","%3TRq4Zbzk",2,True
148,702314,2014-09-23 00:00:00.0000000,"huntbrian","p#9KLH%ab9",2,True
149,344921,2016-02-12 00:00:00.0000000,"monicareid","R5+c7URcE3",4,True
150,321624,2017-07-03 00:00:00.0000000,"brittany91","!jTJts8y%4",3,True
151,800607,2018-10-16 00:00:00.0000000,"ryan13","8^j8TNLxwb",5,True
152,731794,2012-07-26 00:00:00.0000000,"newmancaitlin","0ex!8gSp^*",2,True
153,53094,2015-12-27 00:00:00.0000000,"christopher58","5t@2C9fGsP",1,True
154,64324,2011-11-04 00:00:00.0000000,"pbeck","ejW2NF8@^3",3,True
155,815385,2019-07-24 00:00:00.0000000,"danielreynolds","kE7#1MoL^1",5,True
156,673254,2011-06-18 00:00:00.0000000,"andrewsashley","SL@Y1Xfayu",3,True
157,363824,2015-06-24 00:00:00.0000000,"csheppard","36PzJAAB@N",5,True
158,404635,2017-12-26 00:00:00.0000000,"wellsnicholas","%51Ujps*FS",1,True
159,365800,2010-11-11 00:00:00.0000000,"boyleleslie","Zv(2U$m+vh",2,True
160,879182,2016-06-07 00:00:00.0000000,"jamesmason","549PS*t5%x",5,True
161,819939,2015-12-31 00:00:00.0000000,"kwilson","c_^BM7D1kh",2,True
162,89724,2014-04-07 00:00:00.0000000,"susanbruce","S+Mu8fPtbY",2,True
163,235500,2012-11-11 00:00:00.0000000,"vmeadows","Oa9O2dn2%E",2,True
164,883044,2013-12-11 00:00:00.0000000,"sarahaustin","*4PV#p*h*e",4,True
165,108469,2011-05-11 00:00:00.0000000,"simmonsmichelle","uiVi1NR7L*",2,True
166,214870,2019-09-29 00:00:00.0000000,"jessica67","1Bb2oWaDi!",5,True
167,526639,2011-04-21 00:00:00.0000000,"maynardmichael","_1QxQLt#QL",1,True
168,758361,2018-09-06 00:00:00.0000000,"charlottekirby","+SMHIqa_6D",5,True
169,868185,2016-01-11 00:00:00.0000000,"huberkathy","+O0L1sNtpi",3,True
170,886906,2020-02-02 00:00:00.0000000,"hartmanbarbara","B!j8Dxyqf@",3,True
171,383046,2019-08-18 00:00:00.0000000,"ashleymorgan","Pu74Z%fk&G",2,True
172,795045,2018-09-09 00:00:00.0000000,"morrisbrian","(j1!Fuey%)",3,True
173,143417,2010-11-07 00:00:00.0000000,"wilsonlaurie","$p2UMplOqW",1,True
174,665470,2012-05-13 00:00:00.0000000,"pearsongabrielle","#6Dbg%Yn_*",4,True
175,471601,2018-03-07 00:00:00.0000000,"ycarpenter","g%1_KLs*_A",1,True
176,740374,2012-10-19 00:00:00.0000000,"fwarren","M*8St4e*n+",1,True
177,229721,2020-05-15 00:00:00.0000000,"zlopez","#K0@@SpCn2",3,True
178,94532,2014-08-16 00:00:00.0000000,"robertsingh",")2XbnZKBcn",5,True
179,138311,2016-04-08 00:00:00.0000000,"jacob87","i4LFAef#(_",5,True
180,406294,2016-10-25 00:00:00.0000000,"anthony30","(3WgyF5G_p",2,True
181,925795,2017-05-18 00:00:00.0000000,"james53","50+7JHyp^t",4,True
182,172412,2017-03-12 00:00:00.0000000,"carterbriana","&R67EqchMl",5,True
183,814394,2012-12-05 00:00:00.0000000,"glara","Rk2gn$gf(6",3,True
184,802845,2019-10-08 00:00:00.0000000,"wyattmichelle","%^)ApHXuz5",5,True
185,862495,2018-07-22 00:00:00.0000000,"vtorres","I2@W1SaYeq",5,True
186,756018,2013-11-17 00:00:00.0000000,"john81","9z45HP9c@f",3,True
187,473393,2015-02-21 00:00:00.0000000,"alexander90","^@9SMMvvSC",4,True
188,25340,2012-07-25 00:00:00.0000000,"jlin","#YmSiK!zT5",2,True
189,135707,2020-03-29 00:00:00.0000000,"hfuller","+d$oCJkL*8",5,True
190,859754,2019-01-27 00:00:00.0000000,"cannondavid","COr&5Poqw@",5,True
191,315198,2015-06-01 00:00:00.0000000,"qcisneros","^C!&W3NlS!",3,True
192,405011,2014-01-07 00:00:00.0000000,"medinatara","d2AmZjj%&^",2,True
193,467814,2012-06-25 00:00:00.0000000,"kingcarlos","oYp3UZrw(0",5,True
194,33289,2017-02-16 00:00:00.0000000,"nicholasmyers","(b09ZPaPwk",5,True
195,778074,2018-06-27 00:00:00.0000000,"mannstephen",")(08*K1bQ&",3,True
196,427971,2017-08-24 00:00:00.0000000,"fmcknight","8J_Lth5l^7",3,True
197,202405,2016-08-01 00:00:00.0000000,"stanleymiller","Ked4AhOR*w",4,True
198,144927,2013-11-24 00:00:00.0000000,"patrick20","&6YT7usVlK",1,True
199,850340,2011-04-02 00:00:00.0000000,"edorsey","X@#6Wsv(Ra",5,True
200,790177,2016-05-05 00:00:00.0000000,"stanley74","406nGwArx*",1,True
201,298736,2015-01-01 00:00:00.0000000,"wrightchristian","G!J*6GBz2v",2,True
202,868220,2017-07-10 00:00:00.0000000,"pughpaul","7NN42Bqi&&",4,True
203,77550,2013-07-08 00:00:00.0000000,"robert55","b2M^UY^b*a",1,True
204,914675,2020-05-26 00:00:00.0000000,"debramcintosh","P9R4VJ_d%&",3,True
205,885771,2012-10-16 00:00:00.0000000,"gerald52","nPi)CQb@_6",5,True
206,391740,2016-07-15 00:00:00.0000000,"kgray","Di5!o4Gyel",4,True
207,544384,2011-10-23 00:00:00.0000000,"jessicamorgan","+QjmJo2x0V",5,True
208,73265,2011-05-26 00:00:00.0000000,"karen62","$vy)KUql%0",3,True
209,457212,2013-12-03 00:00:00.0000000,"ncastaneda","^#74dDOsX0",5,True
210,101063,2015-09-13 00:00:00.0000000,"michelle63","^7+CKbf9o1",3,True
211,627090,2015-03-17 00:00:00.0000000,"mitchelldaniel","@910$MbuQ_",3,True
212,296609,2016-01-30 00:00:00.0000000,"dorothysmith","!O#$hiUux9",2,True
213,932224,2018-08-02 00:00:00.0000000,"jonathanmitchell","#k2DP7GcuP",1,True
214,262764,2014-12-11 00:00:00.0000000,"michael79","+2ANKux))(",2,True
215,547408,2011-05-09 00:00:00.0000000,"jessicagilbert","uX&QN(8x)6",3,True
216,869708,2017-01-28 00:00:00.0000000,"kjones","^uKxU1bXD2",4,True
217,767256,2019-11-13 00:00:00.0000000,"harperjohn","w%0Iu*zlOv",4,True
218,967218,2015-01-26 00:00:00.0000000,"kbenton","8G!*56GnYM",2,True
219,19115,2017-11-09 00:00:00.0000000,"kellywoods","_#PUQklTd2",2,True
220,511837,2013-12-10 00:00:00.0000000,"erin75","8cU2qYbJ@r",2,True
221,649463,2016-12-23 00:00:00.0000000,"mwilliams","#5QuqnHQV3",1,True
222,993613,2012-11-04 00:00:00.0000000,"perkinsnatalie","y3rXlqem&E",5,True
223,340219,2017-11-10 00:00:00.0000000,"derek85","7T1ZxFBo$s",2,True
224,604979,2017-12-24 00:00:00.0000000,"lindamckenzie","YwzZlyv8@9",4,True
225,745728,2016-01-24 00:00:00.0000000,"qwilson","%tOF&wKm^3",2,True
226,838528,2011-01-03 00:00:00.0000000,"danielsimon","C(5w6HHx^Z",4,True
227,672890,2015-02-27 00:00:00.0000000,"reyesdaniel","H(uj3ubw#R",2,True
228,214619,2015-02-05 00:00:00.0000000,"leedebbie","*S7!BNbmno",1,True
229,581842,2018-02-16 00:00:00.0000000,"lewisbrian","&6%EI#Py_6",2,True
230,326144,2012-12-19 00:00:00.0000000,"marquezkelly","*x7RSfr46K",2,True
231,782525,2015-09-14 00:00:00.0000000,"bradshawdeborah","^xo4oOzz23",2,True
232,325376,2011-05-06 00:00:00.0000000,"xrichards","e0mTa9hx+r",3,True
233,391483,2017-04-26 00:00:00.0000000,"ryan86","9EhU2Pi0@@",2,True
234,644901,2015-02-20 00:00:00.0000000,"williamalvarez","o6ai5NOrQ!",1,True
235,380997,2019-10-13 00:00:00.0000000,"butlerchristopher","Ngo5Lt*9+R",4,True
236,831930,2014-08-10 00:00:00.0000000,"ilopez","Z)3Ohx#Y*w",4,True
237,433750,2014-05-18 00:00:00.0000000,"april09","f%97GCrl#J",2,True
238,971283,2015-01-01 00:00:00.0000000,"csherman","2^a4)Hrr4&",2,True
239,968972,2010-09-11 00:00:00.0000000,"briggsshannon","F6H%WdVe!L",1,True
240,511152,2012-10-19 00:00:00.0000000,"benjaminmary","_SGYTYvy6*",4,True
241,469305,2013-12-29 00:00:00.0000000,"tristan71","6!yNco+k#Q",3,True
242,984095,2011-11-29 00:00:00.0000000,"melissa88","L0PYrlC3*n",4,True
243,466743,2012-05-29 00:00:00.0000000,"lisadiaz","TX(4IOvtTL",4,True
244,538867,2017-05-09 00:00:00.0000000,"steven04","&Qn_!HIjH9",2,True
245,208754,2013-06-28 00:00:00.0000000,"douglas22","!2rDOdQrbv",1,True
246,370601,2011-02-02 00:00:00.0000000,"mary87","@KXPWpf)7r",1,True
247,867696,2018-04-22 00:00:00.0000000,"laurastokes","N^1PVf2Mra",3,True
248,583590,2019-06-24 00:00:00.0000000,"benjaminbowman","j@)0CEfEBq",3,True
249,301233,2012-02-05 00:00:00.0000000,"allenwilliam","!@69NordxD",1,True
250,955621,2019-10-30 00:00:00.0000000,"juan33","Ue4RgWpe*$",1,True
251,197758,2013-01-08 00:00:00.0000000,"wilkinsonjesse","#0tKAr)(H5",2,True
252,796350,2018-01-13 00:00:00.0000000,"ramirezjeff","+(gDIE@a)6",3,True
253,366610,2013-01-01 00:00:00.0000000,"keithschneider","b$S5Dn6eGU",3,True
254,293568,2019-10-04 00:00:00.0000000,"audrey50",")E6L^^YmjV",3,True
255,584433,2018-01-22 00:00:00.0000000,"ghubbard","HK@%9Dqwp%",2,True
256,218555,2011-05-01 00:00:00.0000000,"dennismichael","s+VX9OHb28",2,True
257,115732,2011-06-07 00:00:00.0000000,"meganguzman","#cALBSF*%8",1,True
258,736340,2014-02-26 00:00:00.0000000,"carlweber","_dmDFRDW47",4,True
259,239842,2018-04-12 00:00:00.0000000,"sherry11","+#6EhrXqvY",4,True
260,600718,2019-02-10 00:00:00.0000000,"barry73","FwRd1lpY&7",1,True
261,806747,2017-12-23 00:00:00.0000000,"krista69","H)p2&RHn)1",3,True
262,689233,2015-10-16 00:00:00.0000000,"michaelwhite","9pqGHXmb!j",3,True
263,249085,2020-05-17 00:00:00.0000000,"paulagarcia","IpXX77IaX#",2,True
264,750776,2015-02-28 00:00:00.0000000,"robert23","@6hgVi7nK4",1,True
265,241601,2015-06-10 00:00:00.0000000,"osantiago","!Dle3Acpvp",3,True
266,452832,2016-08-16 00:00:00.0000000,"hannahbrown","i7^uGDQE)5",1,True
267,839227,2018-01-28 00:00:00.0000000,"dustin18","KQRe83fz6@",3,True
268,636234,2019-01-21 00:00:00.0000000,"arellanomelissa","N67wS2WdC+",3,True
269,132550,2015-10-28 00:00:00.0000000,"oscar04","$Q8_FNTpaT",4,True
270,796621,2013-03-06 00:00:00.0000000,"zdaugherty",")cO9C!hv2s",3,True
271,299680,2018-05-27 00:00:00.0000000,"bishopderrick","S)4D4Xu1jM",5,True
272,804474,2017-07-16 00:00:00.0000000,"marcus37","F+sz2$Nc7#",1,True
273,35707,2018-02-12 00:00:00.0000000,"hector03","X2UzNOcZ*L",3,True
274,136490,2015-07-14 00:00:00.0000000,"iphillips","5hBAFmH^&V",2,True
275,853883,2016-03-13 00:00:00.0000000,"jwest","3n0FpBBp#9",1,True
276,215819,2019-07-11 00:00:00.0000000,"christopher30","9Z5PiLoT)_",5,True
277,491483,2012-04-27 00:00:00.0000000,"rtaylor","t(4#mdZs&1",4,True
278,424695,2014-12-25 00:00:00.0000000,"sandragreen","+oIpYO+eg4",2,True
279,428390,2019-03-25 00:00:00.0000000,"jonesthomas","Z3I48Dja_C",4,True
280,942914,2019-12-30 00:00:00.0000000,"ashley17","SgW58Jkcw&",3,True
281,656906,2015-11-01 00:00:00.0000000,"caitlinmorrison","w$@6PJiJU4",3,True
282,862039,2018-08-07 00:00:00.0000000,"huertarobert","@94zAvmsAj",2,True
283,416638,2012-08-29 00:00:00.0000000,"nharris","BE2ruLKx!r",1,True
284,284825,2019-10-17 00:00:00.0000000,"victoria35","H2IhvXyJ!1",4,True
285,81248,2020-04-23 00:00:00.0000000,"dominicjohnson","(uUeaf8jt1",5,True
286,806527,2015-06-21 00:00:00.0000000,"mary72","&oGVrkyz0h",5,True
287,80134,2011-05-06 00:00:00.0000000,"mark05","N%1UVw86Np",5,True
288,218051,2019-03-06 00:00:00.0000000,"william04","@A0$MH&jU*",2,True
289,427934,2011-05-16 00:00:00.0000000,"vaughnlisa","*O0CgkyXxc",3,True
290,988687,2012-08-04 00:00:00.0000000,"damonwilson","25J_oJze^3",3,True
291,848827,2018-12-04 00:00:00.0000000,"stevedonaldson","*3fjs(Pmv_",2,True
292,748673,2019-10-02 00:00:00.0000000,"hcampbell","$8n7ebCbUx",2,True
293,51011,2014-06-20 00:00:00.0000000,"zgarrett","s#b18dW)li",5,True
294,42782,2014-07-09 00:00:00.0000000,"tinasaunders","+5PWXxPk+X",3,True
295,331573,2014-08-13 00:00:00.0000000,"justinlewis","wqB247Vq_R",4,True
296,135572,2018-10-20 00:00:00.0000000,"bryananderson","JlgXAKja#4",2,True
297,330568,2013-09-01 00:00:00.0000000,"jonesdeborah","fC$63Mj7tn",5,True
298,356211,2019-06-22 00:00:00.0000000,"athomas","*Q8$Zgw5Z1",2,True
299,922582,2014-02-06 00:00:00.0000000,"ygraham","$9LYtfyxiD",2,True
300,480963,2012-07-25 00:00:00.0000000,"fieldsjames","__1N4rztxM",3,True
301,863980,2012-12-30 00:00:00.0000000,"melissa70","!n7guGeY##",4,True
302,756047,2012-04-04 00:00:00.0000000,"belindaromero","ru3Afgp4s$",4,True
303,870982,2019-11-01 00:00:00.0000000,"philipdudley","*x@1Jof_eO",4,True
304,280947,2019-08-11 00:00:00.0000000,"michelleroth","t2k!6Ok+%t",4,True
305,52027,2015-09-11 00:00:00.0000000,"peter26","jp8Gw9Ri&p",5,True
306,608449,2013-07-19 00:00:00.0000000,"anthony64","+1+y5dJx*(",2,True
307,872220,2015-10-02 00:00:00.0000000,"timflores","*QcwVfPBg0",1,True
308,437330,2010-12-04 00:00:00.0000000,"kylephillips","%7DEiaz3_M",2,True
309,980371,2011-08-10 00:00:00.0000000,"ewilliams","k2+E0Odan7",1,True
310,502403,2020-06-02 00:00:00.0000000,"bryandavis","&BANtAwL1(",5,True
311,734317,2017-12-09 00:00:00.0000000,"terry48","St!0QEcf#q",2,True
312,523804,2015-07-10 00:00:00.0000000,"jenniferleonard","U41RW+Vg+I",2,True
313,807335,2020-03-02 00:00:00.0000000,"ftucker","(Q5TEpVAY!",4,True
314,964464,2012-11-11 00:00:00.0000000,"julia02","zUXM8Lhyl_",1,True
315,953809,2019-02-01 00:00:00.0000000,"timothyhernandez","TUG986PxE_",4,True
316,838978,2012-02-14 00:00:00.0000000,"qjohnson","4Fd4Phv@+l",3,True
317,764382,2019-06-12 00:00:00.0000000,"hlara","5(qk3GcEMk",5,True
318,754857,2017-02-27 00:00:00.0000000,"marykennedy","99XGrst4(+",2,True
