UserID,EmployerNumber,CreationDate,Username,Password,Level,Active
232,325376,2011-05-06,xrichards,e0mTa9hx+r,3,true
233,391483,2017-04-26,ryan86,9EhU2Pi0@@,2,true
234,644901,2015-02-20,williamalvarez,o6ai5NOrQ!,1,true
235,380997,2019-10-13,butlerchristopher,Ngo5Lt*9+R,4,true
236,831930,2014-08-10,ilopez,Z)3Ohx#Y*w,4,true
237,433750,2014-05-18,april09,f%97GCrl#J,2,true
238,971283,2015-01-01,csherman,2^a4)Hrr4&,2,true
239,968972,2010-09-11,briggsshannon,F6H%WdVe!L,1,true
240,511152,2012-10-19,benjaminmary,_SGYTYvy6*,4,true
241,469305,2013-12-29,tristan71,6!yNco+k#Q,3,true
242,984095,2011-11-29,melissa88,L0PYrlC3*n,4,true
243,466743,2012-05-29,lisadiaz,TX(4IOvtTL,4,true
244,538867,2017-05-09,steven04,&Qn_!HIjH9,2,true
245,208754,2013-06-28,douglas22,!2rDOdQrbv,1,true
246,370601,2011-02-02,mary87,@KXPWpf)7r,1,true
247,867696,2018-04-22,laurastokes,N^1PVf2Mra,3,true
248,583590,2019-06-24,benjaminbowman,j@)0CEfEBq,3,true
249,301233,2012-02-05,allenwilliam,!@69NordxD,1,true
250,955621,2019-10-30,juan33,Ue4RgWpe*$,1,true
251,197758,2013-01-08,wilkinsonjesse,#0tKAr)(H5,2,true
252,796350,2018-01-13,ramirezjeff,+(gDIE@a)6,3,true
253,366610,2013-01-01,keithschneider,b$S5Dn6eGU,3,true
254,293568,2019-10-04,audrey50,)E6L^^YmjV,3,true
255,584433,2018-01-22,ghubbard,HK@%9Dqwp%,2,true
256,218555,2011-05-01,dennismichael,s+VX9OHb28,2,true
257,115732,2011-06-07,meganguzman,#cALBSF*%8,1,true
258,736340,2014-02-26,carlweber,_dmDFRDW47,4,true
259,239842,2018-04-12,sherry11,+#6EhrXqvY,4,true
260,600718,2019-02-10,barry73,FwRd1lpY&7,1,true
261,806747,2017-12-23,krista69,H)p2&RHn)1,3,true
262,689233,2015-10-16,michaelwhite,9pqGHXmb!j,3,true
263,249085,2020-05-17,paulagarcia,IpXX77IaX#,2,true
264,750776,2015-02-28,robert23,@6hgVi7nK4,1,true
265,241601,2015-06-10,osantiago,!Dle3Acpvp,3,true
266,452832,2016-08-16,hannahbrown,i7^uGDQE)5,1,true
267,839227,2018-01-28,dustin18,KQRe83fz6@,3,true
268,636234,2019-01-21,arellanomelissa,N67wS2WdC+,3,true
269,132550,2015-10-28,oscar04,$Q8_FNTpaT,4,true
270,796621,2013-03-06,zdaugherty,)cO9C!hv2s,3,true
271,299680,2018-05-27,bishopderrick,S)4D4Xu1jM,5,true
272,804474,2017-07-16,marcus37,F+sz2$Nc7#,1,true
273,35707,2018-02-12,hector03,X2UzNOcZ*L,3,true
274,136490,2015-07-14,iphillips,5hBAFmH^&V,2,true
275,853883,2016-03-13,jwest,3n0FpBBp#9,1,true
276,215819,2019-07-11,christopher30,9Z5PiLoT)_,5,true
277,491483,2012-04-27,rtaylor,t(4#mdZs&1,4,true
278,424695,2014-12-25,sandragreen,+oIpYO+eg4,2,true
279,428390,2019-03-25,jonesthomas,Z3I48Dja_C,4,true
280,942914,2019-12-30,ashley17,SgW58Jkcw&,3,true
281,656906,2015-11-01,caitlinmorrison,w$@6PJiJU4,3,true
282,862039,2018-08-07,huertarobert,@94zAvmsAj,2,true
283,416638,2012-08-29,nharris,BE2ruLKx!r,1,true
284,284825,2019-10-17,victoria35,H2IhvXyJ!1,4,true
285,81248,2020-04-23,dominicjohnson,(uUeaf8jt1,5,true
286,806527,2015-06-21,mary72,&oGVrkyz0h,5,true
287,80134,2011-05-06,mark05,N%1UVw86Np,5,true
288,218051,2019-03-06,william04,@A0$MH&jU*,2,true
289,427934,2011-05-16,vaughnlisa,*O0CgkyXxc,3,true
290,988687,2012-08-04,damonwilson,25J_oJze^3,3,true
291,848827,2018-12-04,stevedonaldson,*3fjs(Pmv_,2,true
292,748673,2019-10-02,hcampbell,$8n7ebCbUx,2,true
293,51011,2014-06-20,zgarrett,s#b18dW)li,5,true
294,42782,2014-07-09,tinasaunders,+5PWXxPk+X,3,true
295,331573,2014-08-13,justinlewis,wqB247Vq_R,4,true
296,135572,2018-10-20,bryananderson,JlgXAKja#4,2,true
297,330568,2013-09-01,jonesdeborah,fC$63Mj7tn,5,true
298,356211,2019-06-22,athomas,*Q8$Zgw5Z1,2,true
299,922582,2014-02-06,ygraham,$9LYtfyxiD,2,true
300,480963,2012-07-25,fieldsjames,__1N4rztxM,3,true
301,863980,2012-12-30,melissa70,!n7guGeY##,4,true
302,756047,2012-04-04,belindaromero,ru3Afgp4s$,4,true
303,870982,2019-11-01,philipdudley,*x@1Jof_eO,4,true
304,280947,2019-08-11,michelleroth,t2k!6Ok+%t,4,true
305,52027,2015-09-11,peter26,jp8Gw9Ri&p,5,true
306,608449,2013-07-19,anthony64,+1+y5dJx*(,2,true
307,872220,2015-10-02,timflores,*QcwVfPBg0,1,true
308,437330,2010-12-04,kylephillips,%7DEiaz3_M,2,true
309,980371,2011-08-10,ewilliams,k2+E0Odan7,1,true
310,502403,2020-06-02,bryandavis,&BANtAwL1(,5,true
311,734317,2017-12-09,terry48,St!0QEcf#q,2,true
312,523804,2015-07-10,jenniferleonard,U41RW+Vg+I,2,true
313,807335,2020-03-02,ftucker,(Q5TEpVAY!,4,true
314,964464,2012-11-11,julia02,zUXM8Lhyl_,1,true
315,953809,2019-02-01,timothyhernandez,TUG986PxE_,4,true
316,838978,2012-02-14,qjohnson,4Fd4Phv@+l,3,true
317,764382,2019-06-12,hlara,5(qk3GcEMk,5,true
318,754857,2017-02-27,marykennedy,99XGrst4(+,2,true
319,442132,2014-12-12,clarkekimberly,cxNJQu1q*0,4,true
320,193207,2019-01-04,nataliebutler,@@2d%Wr%9w,2,true
321,294247,2011-04-18,mlee,dq1mMn&_R%,5,true
322,722170,2017-12-25,jdiaz,R2pGdDW%(4,3,true
323,79559,2011-10-09,aaronmurray,zCa+2WTimg,3,true
324,389397,2020-04-08,davidsmith,U1wfaKpd$*,2,true
325,840185,2012-10-31,denise88,l^3L*R(hQ^,4,true
326,130743,2011-05-07,tatekaren,&6EGjJYv7G,1,true
327,957233,2020-06-05,debbie47,E18ASRb#!B,2,true
328,503484,2016-11-23,nicolebailey,JMF3qAa+^q,4,true
329,913359,2015-01-09,wayne07,Ut9XuVU%#Y,3,true
330,272268,2020-06-08,erica16,%fA$3Ood^h,4,true
331,434999,2017-10-15,ramosapril,hl(9F1M$1@,3,true
332,464672,2019-09-08,gduran,79F&IMoM_@,1,true
333,644880,2012-12-13,amber18,*w8LUo7$$s,5,true
334,951902,2013-01-18,rbrown,3i$8&eUhs_,5,true
335,26657,2014-01-31,qmercado,+Jr9AbwszG,1,true
336,128485,2013-10-22,robert45,doDx1Q9a+*,1,true
337,632131,2018-11-04,brownhailey,g96+S6zz*),3,true
338,22450,2015-02-09,thomasreid,(WpfErnT4E,5,true
339,661979,2018-07-18,dawnsweeney,52L^jNIt_$,1,true
340,584115,2013-03-17,wmullen,!7IFkaV+8%,3,true
341,223716,2020-05-23,bmoses,QX7H0Gxr#),2,true
342,17012,2012-02-09,robert78,)4lBBs%HhV,2,true
343,852716,2012-01-04,pscott,Y90QTKk1+d,3,true
344,775418,2016-08-01,cooperann,B&+F6kIhE8,2,true
345,375462,2019-01-13,herreraheather,&wRI9RQrA5,1,true
346,439516,2018-09-15,garymcpherson,ct5FrQjWy_,1,true
347,811246,2020-04-11,danielbarnes,!2JDRGqhTa,4,true
348,366969,2015-09-26,desiree01,!5HAWEbtqP,3,true
349,904369,2020-07-05,efrazier,!9Ydh8f)eR,2,true
350,715594,2017-07-16,loretta65,!ozMt)(kL8,3,true
351,630735,2014-01-13,michael81,&1a1YCXcJn,4,true
352,569964,2018-03-18,rodgersbarbara,P^ZN9Jud%Z,4,true
353,545656,2015-12-05,deleonjeremy,z5^&qyNO&t,5,true
354,904184,2012-08-24,rphillips,R5)1mL+rn!,5,true
355,797910,2014-06-06,iallen,a#3IqZ%g#J,1,true
356,619436,2012-01-21,yholder,$qWLGkB1c2,2,true
357,592153,2014-09-13,rojastony,zOV3RhDj&g,4,true
358,775275,2010-12-09,jasongraves,nHOOveB)+3,1,true
359,678031,2016-05-21,meganruiz,p3_j43Fz3+,3,true
360,468699,2015-03-09,brettprice,(U9o6Ywj$#,3,true
361,531670,2011-05-05,davidsmith,C82AotOa@v,5,true
362,589904,2016-07-31,cathywilliams,$EgtOE%ri0,2,true
363,888392,2015-08-04,jacob93,+2yB0tVcBb,1,true
364,338026,2013-08-08,jessica76,q!0hZT7pO),2,true
365,743091,2019-10-16,cjohnson,^)(PPzg178,2,true
366,649320,2019-03-13,robertadams,@9GuYb3NFf,2,true
367,834254,2015-08-09,williamslisa,(pDAV!pH#9,2,true
368,154121,2015-01-08,cooperphilip,L^42BGg)&9,4,true
369,415366,2013-09-22,williamwells,+3o_NEBuqD,5,true
370,12904,2018-02-27,fthomas,_1UPy6Bdzr,2,true
371,442551,2016-11-30,sanchezashley,*73t^Hon&U,4,true
372,924717,2015-12-09,amandagarcia,%8B7bstJY5,3,true
373,721492,2014-03-13,codyford,!r!01EZ@*8,4,true
374,973878,2013-07-22,etorres,x2rIvqX9_3,1,true
375,44687,2019-05-23,jonestheresa,N_65LCUi#1,3,true
376,23948,2013-10-23,carla48,$u53)EEhT),3,true
377,959546,2012-03-28,phillipvance,8x6bU8sS@5,3,true
378,514465,2012-08-22,johnathan28,^Cq(I5GjWP,3,true
379,641941,2017-02-09,tylerallen,)oB_D!&Z94,1,true
380,698097,2017-12-29,jason80,&8VCM6vt2n,1,true
381,62065,2013-12-08,garzaangela,$5GSC*OlMP,5,true
382,120217,2020-07-28,wferguson,*FV8(Gp+#7,4,true
383,694617,2016-12-13,dylan58,+9Fi#5730F,2,true
384,559037,2020-01-03,susan37,(AFpJIfx4A,2,true
385,918872,2014-10-02,murphynorma,!(3Bf(xhqq,5,true
386,249787,2011-03-22,davidmahoney,^7YgD&enLU,4,true
387,507352,2019-06-04,pattersoncourtney,_3B&l0r64z,5,true
388,621157,2016-04-26,richardbuchanan,C8CTWyak!1,5,true
389,768636,2011-01-09,dawn52,c8NZ(jo+^D,2,true
390,966039,2013-04-10,wmcneil,ugT3aSnw#Q,3,true
391,986297,2012-10-26,xvelasquez,XK0K@ioj#%,4,true
392,571583,2014-10-07,melissa25,*Rk$*86nd!,3,true
393,325574,2013-01-15,joyce52,Y0jrBHeD_%,1,true
394,212914,2015-10-03,stephanie86,@B4VtyQlG4,3,true
395,236327,2015-02-23,spatterson,(34^Qx!5fv,5,true
396,237222,2011-03-09,carolinesavage,e^Gpf1ImuU,1,true
397,399411,2011-05-23,rachelmercer,(8MiwkCaLx,3,true
398,628655,2014-10-22,charlescarter,s&G)N_e(%9,1,true
399,773586,2016-08-20,fbrown,Ud7C+vu9w+,5,true
400,956756,2015-12-24,anthony60,!y3mX5HvI5,3,true
401,889253,2016-03-07,brandon84,u_6OQQskC9,1,true
402,175222,2012-03-16,ihopkins,%ae4eV9$k5,4,true
403,898072,2017-03-24,jonesronald,6R^4EydFkt,4,true
404,346815,2013-01-15,cdavis,!oeA3)Ht9J,5,true
405,651120,2015-04-06,mark40,z^mh568suX,2,true
406,151471,2019-04-27,qsantiago,@BDQR3uc7q,5,true
407,354374,2011-10-22,priddle,*CrR25XpYi,4,true
408,210325,2020-02-27,angela29,ZJ8RPmi&e%,5,true
409,807557,2018-02-04,sarajackson,25&8Jo1+ju,5,true
410,323438,2018-03-29,alexandra74,!1bFXHzifO,4,true
411,96503,2012-01-24,lesliegonzales,#^NwT^Y&57,3,true
412,97167,2020-06-09,allisonchambers,PyND&++W*6,3,true
413,844382,2013-11-17,sharon65,v87SQjS%%w,5,true
414,794836,2011-08-18,lauren91,Fx3eBUKyl^,4,true
415,342787,2012-01-13,yrivera,^HghLarVe8,3,true
416,622400,2013-12-07,williamking,z38pZhGqS%,3,true
417,459676,2017-12-11,christopher25,#z7uXOn@^b,4,true
418,339053,2020-05-20,jimmy27,8W3D9OHb%i,1,true
419,907485,2013-10-18,sfisher,p03C@QZi^7,3,true
420,798543,2011-02-23,sanderspaul,s8PtioAX#Y,2,true
421,639291,2016-05-30,elizabeth94,s9I@oNuN_!,4,true
422,445126,2016-12-19,michelle51,*nQNi6e6V4,4,true
423,240124,2020-03-07,smithjustin,*fZ9yueRf3,2,true
424,25797,2014-12-17,sanchezmichele,g!0OhfJu2z,2,true
425,241601,2018-02-22,joshua46,!jDjOJ+x5_,4,true
426,663952,2018-08-03,collincoleman,$M6TL5LjLr,5,true
